Gene stable ID	Transcript stable ID	Protein stable ID	Gene description	Gene name	NCBI gene ID	Gene type
FBgn0263536	FBtr0309631	-	mir-4974 stem loop [Source:FlyBase;Acc:FBgn0263536]	mir-4974	-	pre_miRNA
FBgn0263536	FBtr0309633	-	mir-4974 stem loop [Source:FlyBase;Acc:FBgn0263536]	mir-4974	-	pre_miRNA
FBgn0035838	FBtr0076687	FBpp0076410	lariat debranching enzyme [Source:FlyBase;Acc:FBgn0035838]	ldbr	38900	protein_coding
FBgn0051165	FBtr0084222	-	transfer RNA:CR31165 [Source:FlyBase;Acc:FBgn0051165]	tRNA:CR31165	-	tRNA
FBgn0260450	FBtr0074226	FBpp0074005	Calpain C [Source:FlyBase;Acc:FBgn0260450]	CalpC	32597	protein_coding
FBgn0038837	FBtr0083987	FBpp0083391	CG3822 [Source:UniProtKB/TrEMBL;Acc:Q9VDH5]	CG3822	42473	protein_coding
FBgn0266847	FBtr0345583	-	-	CR45309	-	lincRNA
FBgn0054034	FBtr0300407	FBpp0289636	-	CG34034	3885584	protein_coding
FBgn0038304	FBtr0083051	FBpp0082510	LD32196p [Source:UniProtKB/TrEMBL;Acc:Q9VFB6]	CG12241	41834	protein_coding
FBgn0002939	FBtr0081031	FBpp0080584	neither inactivation nor afterpotential D [Source:FlyBase;Acc:FBgn0002939]	ninaD	326160	protein_coding
FBgn0002939	FBtr0302454	FBpp0291642	neither inactivation nor afterpotential D [Source:FlyBase;Acc:FBgn0002939]	ninaD	326160	protein_coding
FBgn0032472	FBtr0345616	FBpp0311685	CG9928, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9VK39]	CG9928	34704	protein_coding
FBgn0032472	FBtr0080496	FBpp0080074	CG9928, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9VK39]	CG9928	34704	protein_coding
FBgn0052459	FBtr0078578	FBpp0078228	FI06051p [Source:UniProtKB/TrEMBL;Acc:Q9VNQ6]	CG32459	40502	protein_coding
FBgn0003114	FBtr0086306	FBpp0085618	plutonium [Source:FlyBase;Acc:FBgn0003114]	plu	44848	protein_coding
FBgn0042146	FBtr0070171	FBpp0070166	-	CG18823	59184	protein_coding
FBgn0036569	FBtr0302328	FBpp0291534	CG5414 [Source:UniProtKB/TrEMBL;Acc:Q9VUY4]	CG5414	39762	protein_coding
FBgn0030611	FBtr0073965	FBpp0073782	Translation machinery-associated protein 16 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9VXY4]	CG15027	32440	protein_coding
FBgn0266687	FBtr0345054	-	-	CR45177	-	lincRNA
FBgn0039977	FBtr0333911	FBpp0306040	LD28068p [Source:UniProtKB/TrEMBL;Acc:Q95RI7]	CG17454	7354399	protein_coding
FBgn0039977	FBtr0299868	FBpp0289146	LD28068p [Source:UniProtKB/TrEMBL;Acc:Q95RI7]	CG17454	7354399	protein_coding
FBgn0038330	FBtr0083109	FBpp0082563	RH63657p [Source:UniProtKB/TrEMBL;Acc:Q9VF72]	CG14868	41875	protein_coding
FBgn0027588	FBtr0070060	FBpp0070059	BcDNA.GH04962 [Source:UniProtKB/TrEMBL;Acc:Q7KMM4]	CG14476	49953	protein_coding
FBgn0027588	FBtr0070058	FBpp0070057	BcDNA.GH04962 [Source:UniProtKB/TrEMBL;Acc:Q7KMM4]	CG14476	49953	protein_coding
FBgn0027588	FBtr0070059	FBpp0070058	BcDNA.GH04962 [Source:UniProtKB/TrEMBL;Acc:Q7KMM4]	CG14476	49953	protein_coding
FBgn0027588	FBtr0070061	FBpp0070060	BcDNA.GH04962 [Source:UniProtKB/TrEMBL;Acc:Q7KMM4]	CG14476	49953	protein_coding
FBgn0027588	FBtr0070062	FBpp0070061	BcDNA.GH04962 [Source:UniProtKB/TrEMBL;Acc:Q7KMM4]	CG14476	49953	protein_coding
FBgn0262008	FBtr0303832	FBpp0292839	-	CG42826	10178905	protein_coding
FBgn0033033	FBtr0086060	FBpp0085396	scarface [Source:FlyBase;Acc:FBgn0033033]	scaf	35505	protein_coding
FBgn0033033	FBtr0086061	FBpp0085397	scarface [Source:FlyBase;Acc:FBgn0033033]	scaf	35505	protein_coding
FBgn0051601	FBtr0308578	FBpp0300802	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:Q8IMF0]	CG31601	318835	protein_coding
FBgn0051601	FBtr0307507	FBpp0300162	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:Q8IMF0]	CG31601	318835	protein_coding
FBgn0035132	FBtr0333904	FBpp0306035	methuselah-like 10 [Source:FlyBase;Acc:FBgn0035132]	mthl10	38057	protein_coding
FBgn0035132	FBtr0306566	FBpp0297521	methuselah-like 10 [Source:FlyBase;Acc:FBgn0035132]	mthl10	38057	protein_coding
FBgn0035132	FBtr0306564	FBpp0297519	methuselah-like 10 [Source:FlyBase;Acc:FBgn0035132]	mthl10	38057	protein_coding
FBgn0035132	FBtr0072572	FBpp0072471	methuselah-like 10 [Source:FlyBase;Acc:FBgn0035132]	mthl10	38057	protein_coding
FBgn0035132	FBtr0306565	FBpp0297520	methuselah-like 10 [Source:FlyBase;Acc:FBgn0035132]	mthl10	38057	protein_coding
FBgn0035132	FBtr0072573	FBpp0072472	methuselah-like 10 [Source:FlyBase;Acc:FBgn0035132]	mthl10	38057	protein_coding
FBgn0035132	FBtr0333903	FBpp0306034	methuselah-like 10 [Source:FlyBase;Acc:FBgn0035132]	mthl10	38057	protein_coding
FBgn0040717	FBtr0334759	FBpp0306800	Neuropeptide-like precursor 4 [Source:FlyBase;Acc:FBgn0040717]	Nplp4	50190	protein_coding
FBgn0040717	FBtr0077817	FBpp0077493	Neuropeptide-like precursor 4 [Source:FlyBase;Acc:FBgn0040717]	Nplp4	50190	protein_coding
FBgn0039297	FBtr0084809	FBpp0084184	LP07620p [Source:UniProtKB/TrEMBL;Acc:Q9VBV4]	CG11852	43035	protein_coding
FBgn0266459	FBtr0344489	FBpp0310848	Uncharacterized protein, isoform A [Source:UniProtKB/TrEMBL;Acc:X2JAK7]	CG45084	19836008	protein_coding
FBgn0266459	FBtr0344488	FBpp0310847	Uncharacterized protein, isoform A [Source:UniProtKB/TrEMBL;Acc:X2JAK7]	CG45084	19836008	protein_coding
FBgn0036584	FBtr0075481	FBpp0075236	IP10645p [Source:UniProtKB/TrEMBL;Acc:Q9VV02]	CG13054	39780	protein_coding
FBgn0053100	FBtr0303160	FBpp0292259	eIF4E-Homologous Protein [Source:FlyBase;Acc:FBgn0053100]	4EHP	326255	protein_coding
FBgn0053100	FBtr0084587	FBpp0083972	eIF4E-Homologous Protein [Source:FlyBase;Acc:FBgn0053100]	4EHP	326255	protein_coding
FBgn0053100	FBtr0300475	FBpp0289702	eIF4E-Homologous Protein [Source:FlyBase;Acc:FBgn0053100]	4EHP	326255	protein_coding
FBgn0053100	FBtr0303159	FBpp0292258	eIF4E-Homologous Protein [Source:FlyBase;Acc:FBgn0053100]	4EHP	326255	protein_coding
FBgn0034911	FBtr0301162	FBpp0290385	Transporter [Source:UniProtKB/TrEMBL;Acc:Q9W1J0]	CG5549	37772	protein_coding
FBgn0053359	FBtr0086351	-	5SrRNA:CR33359 [Source:FlyBase;Acc:FBgn0053359]	5SrRNA:CR33359	-	rRNA
FBgn0030776	FBtr0074321	FBpp0074095	CG4653 [Source:UniProtKB/TrEMBL;Acc:Q9VXC6]	CG4653	32650	protein_coding
FBgn0037635	FBtr0309098	FBpp0301106	CG9837, isoform E [Source:UniProtKB/TrEMBL;Acc:Q9VHK9]	CG9837	41057	protein_coding
FBgn0037635	FBtr0334331	FBpp0306439	CG9837, isoform E [Source:UniProtKB/TrEMBL;Acc:Q9VHK9]	CG9837	41057	protein_coding
FBgn0037635	FBtr0309099	FBpp0301107	CG9837, isoform E [Source:UniProtKB/TrEMBL;Acc:Q9VHK9]	CG9837	41057	protein_coding
FBgn0039376	FBtr0084905	FBpp0084279	AT11648p [Source:UniProtKB/TrEMBL;Acc:Q9VBL8]	CG14354	43120	protein_coding
FBgn0019660	FBtr0308846	-	RNA on the X 2 [Source:FlyBase;Acc:FBgn0019660]	roX2	-	lincRNA
FBgn0019660	FBtr0343986	-	RNA on the X 2 [Source:FlyBase;Acc:FBgn0019660]	roX2	-	lincRNA
FBgn0019660	FBtr0343985	-	RNA on the X 2 [Source:FlyBase;Acc:FBgn0019660]	roX2	-	lincRNA
FBgn0019660	FBtr0073514	-	RNA on the X 2 [Source:FlyBase;Acc:FBgn0019660]	roX2	-	lincRNA
FBgn0019660	FBtr0073515	-	RNA on the X 2 [Source:FlyBase;Acc:FBgn0019660]	roX2	-	lincRNA
FBgn0019660	FBtr0308845	-	RNA on the X 2 [Source:FlyBase;Acc:FBgn0019660]	roX2	-	lincRNA
FBgn0039336	FBtr0084839	FBpp0084214	CG4553 [Source:UniProtKB/TrEMBL;Acc:Q9VBR0]	CG4553	43078	protein_coding
FBgn0260392	FBtr0300663	FBpp0289887	Uncharacterized protein, isoform A [Source:UniProtKB/TrEMBL;Acc:E1JGK8]	CG42518	8674039	protein_coding
FBgn0260392	FBtr0300662	FBpp0289886	Uncharacterized protein, isoform A [Source:UniProtKB/TrEMBL;Acc:E1JGK8]	CG42518	8674039	protein_coding
FBgn0025624	FBtr0070375	FBpp0070359	CG4025 [Source:UniProtKB/TrEMBL;Acc:O77262]	CG4025	31177	protein_coding
FBgn0032055	FBtr0079684	FBpp0079296	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q9VLJ7]	CG13091	34188	protein_coding
FBgn0032055	FBtr0333415	FBpp0305607	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q9VLJ7]	CG13091	34188	protein_coding
FBgn0262203	FBtr0304239	-	mir-967 stem loop [Source:FlyBase;Acc:FBgn0262203]	mir-967	-	pre_miRNA
FBgn0262203	FBtr0304238	-	mir-967 stem loop [Source:FlyBase;Acc:FBgn0262203]	mir-967	-	pre_miRNA
FBgn0259213	FBtr0299711	FBpp0288989	Uncharacterized protein, isoform A [Source:UniProtKB/TrEMBL;Acc:Q59DZ1]	CG42313	3346206	protein_coding
FBgn0259213	FBtr0345431	FBpp0311556	Uncharacterized protein, isoform A [Source:UniProtKB/TrEMBL;Acc:Q59DZ1]	CG42313	3346206	protein_coding
FBgn0015790	FBtr0084010	FBpp0083413	Rab11 [Source:FlyBase;Acc:FBgn0015790]	Rab11	42501	protein_coding
FBgn0015790	FBtr0084011	FBpp0083414	Rab11 [Source:FlyBase;Acc:FBgn0015790]	Rab11	42501	protein_coding
FBgn0041248	FBtr0273435	FBpp0271943	Gustatory receptor 23a [Source:FlyBase;Acc:FBgn0041248]	Gr23a	33453	protein_coding
FBgn0041248	FBtr0077702	FBpp0077386	Gustatory receptor 23a [Source:FlyBase;Acc:FBgn0041248]	Gr23a	33453	protein_coding
FBgn0037570	FBtr0081860	FBpp0081349	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:A0A0B4K6X8]	CG11693	40984	protein_coding
FBgn0037570	FBtr0306794	FBpp0297706	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:A0A0B4K6X8]	CG11693	40984	protein_coding
FBgn0267563	FBtr0346975	-	-	CR45903	-	lincRNA
FBgn0037482	FBtr0081605	FBpp0081123	Protein SHQ1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9VI74]	CG10055	40862	protein_coding
FBgn0265443	FBtr0339753	-	-	CR44343	-	lincRNA
FBgn0038641	FBtr0083669	FBpp0083084	High-affinity choline transporter 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9VE46]	CG7708	42245	protein_coding
FBgn0038641	FBtr0083668	FBpp0083083	High-affinity choline transporter 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9VE46]	CG7708	42245	protein_coding
FBgn0030525	FBtr0073836	FBpp0073667	-	CG10996	32345	protein_coding
FBgn0033446	FBtr0088493	FBpp0087577	CG1648, isoform B [Source:UniProtKB/TrEMBL;Acc:A1Z7Z4]	CG1648	36009	protein_coding
FBgn0033446	FBtr0088494	FBpp0087578	CG1648, isoform B [Source:UniProtKB/TrEMBL;Acc:A1Z7Z4]	CG1648	36009	protein_coding
FBgn0033446	FBtr0339403	FBpp0308495	CG1648, isoform B [Source:UniProtKB/TrEMBL;Acc:A1Z7Z4]	CG1648	36009	protein_coding
FBgn0263200	FBtr0333352	FBpp0305544	Galactose-1-phosphate uridylyltransferase [Source:FlyBase;Acc:FBgn0263200]	Galt	33935	protein_coding
FBgn0263200	FBtr0079322	FBpp0078951	Galactose-1-phosphate uridylyltransferase [Source:FlyBase;Acc:FBgn0263200]	Galt	33935	protein_coding
FBgn0265301	FBtr0339305	-	-	CR44274	-	lincRNA
FBgn0053137	FBtr0310497	FBpp0302635	-	CG33137	36449	protein_coding
FBgn0038951	FBtr0084236	FBpp0083629	Probable DNA-directed RNA polymerase III subunit RPC6 [Source:UniProtKB/Swiss-Prot;Acc:Q9VD25]	CG5380	42619	protein_coding
FBgn0038951	FBtr0305320	FBpp0293863	Probable DNA-directed RNA polymerase III subunit RPC6 [Source:UniProtKB/Swiss-Prot;Acc:Q9VD25]	CG5380	42619	protein_coding
FBgn0034109	FBtr0087179	FBpp0086323	CG7747 [Source:UniProtKB/TrEMBL;Acc:Q7K231]	CG7747	36820	protein_coding
FBgn0033250	FBtr0304750	FBpp0293292	MIP14966p [Source:UniProtKB/TrEMBL;Acc:D0Z756]	CG14762	35768	protein_coding
FBgn0033250	FBtr0088867	FBpp0087943	MIP14966p [Source:UniProtKB/TrEMBL;Acc:D0Z756]	CG14762	35768	protein_coding
FBgn0032949	FBtr0085896	FBpp0085251	Lamp1 [Source:FlyBase;Acc:FBgn0032949]	Lamp1	35411	protein_coding
FBgn0010409	FBtr0086947	FBpp0086103	Ribosomal protein L18A [Source:FlyBase;Acc:FBgn0010409]	RpL18A	36985	protein_coding
FBgn0004657	FBtr0071105	FBpp0071061	myospheroid [Source:FlyBase;Acc:FBgn0004657]	mys	44885	protein_coding
FBgn0004657	FBtr0340137	FBpp0309123	myospheroid [Source:FlyBase;Acc:FBgn0004657]	mys	44885	protein_coding
FBgn0004657	FBtr0340136	FBpp0309122	myospheroid [Source:FlyBase;Acc:FBgn0004657]	mys	44885	protein_coding
FBgn0004657	FBtr0340135	FBpp0309121	myospheroid [Source:FlyBase;Acc:FBgn0004657]	mys	44885	protein_coding
FBgn0035767	FBtr0332732	FBpp0304978	CG8596, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9VS51]	CG8596	38813	protein_coding
FBgn0035767	FBtr0332733	FBpp0304979	CG8596, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9VS51]	CG8596	38813	protein_coding
FBgn0035767	FBtr0076881	FBpp0076591	CG8596, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9VS51]	CG8596	38813	protein_coding
FBgn0051374	FBtr0300812	FBpp0290036	sarcomere length short [Source:FlyBase;Acc:FBgn0051374]	sals	41377	protein_coding
FBgn0051374	FBtr0082400	FBpp0081876	sarcomere length short [Source:FlyBase;Acc:FBgn0051374]	sals	41377	protein_coding
FBgn0051374	FBtr0082401	FBpp0081877	sarcomere length short [Source:FlyBase;Acc:FBgn0051374]	sals	41377	protein_coding
FBgn0051374	FBtr0306100	FBpp0297237	sarcomere length short [Source:FlyBase;Acc:FBgn0051374]	sals	41377	protein_coding
FBgn0051374	FBtr0308210	FBpp0300530	sarcomere length short [Source:FlyBase;Acc:FBgn0051374]	sals	41377	protein_coding
FBgn0051374	FBtr0306101	FBpp0297238	sarcomere length short [Source:FlyBase;Acc:FBgn0051374]	sals	41377	protein_coding
FBgn0051374	FBtr0339377	FBpp0308468	sarcomere length short [Source:FlyBase;Acc:FBgn0051374]	sals	41377	protein_coding
FBgn0051374	FBtr0082399	FBpp0081875	sarcomere length short [Source:FlyBase;Acc:FBgn0051374]	sals	41377	protein_coding
FBgn0051915	FBtr0079099	FBpp0078732	Glycosyltransferase 25 family member [Source:UniProtKB/Swiss-Prot;Acc:Q8IPK4]	CG31915	319025	protein_coding
FBgn0250871	FBtr0073594	FBpp0073431	papillote [Source:FlyBase;Acc:FBgn0250871]	pot	32154	protein_coding
FBgn0250871	FBtr0073595	FBpp0073432	papillote [Source:FlyBase;Acc:FBgn0250871]	pot	32154	protein_coding
FBgn0250871	FBtr0305609	FBpp0294059	papillote [Source:FlyBase;Acc:FBgn0250871]	pot	32154	protein_coding
FBgn0052523	FBtr0077183	FBpp0076886	IP21943p [Source:UniProtKB/TrEMBL;Acc:Q8IQ51]	CG32523	318071	protein_coding
FBgn0053221	FBtr0305348	-	-	CR33221	-	pseudogene
FBgn0004428	FBtr0072630	FBpp0072526	Lysozyme E [Source:FlyBase;Acc:FBgn0004428]	LysE	38128	protein_coding
FBgn0053355	FBtr0086347	-	5SrRNA:CR33355 [Source:FlyBase;Acc:FBgn0053355]	5SrRNA:CR33355	-	rRNA
FBgn0051729	FBtr0080462	FBpp0080041	Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:Q9VK06]	CG31729	34736	protein_coding
FBgn0051729	FBtr0344851	FBpp0311166	Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:Q9VK06]	CG31729	34736	protein_coding
FBgn0051729	FBtr0080461	FBpp0080040	Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:Q9VK06]	CG31729	34736	protein_coding
FBgn0051729	FBtr0344140	FBpp0310554	Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:Q9VK06]	CG31729	34736	protein_coding
FBgn0025832	FBtr0087075	FBpp0086223	Flap endonuclease 1 [Source:FlyBase;Acc:FBgn0025832]	Fen1	36887	protein_coding
FBgn0000633	FBtr0339940	FBpp0308965	faint sausage [Source:FlyBase;Acc:FBgn0000633]	fas	36521	protein_coding
FBgn0000633	FBtr0087625	FBpp0086751	faint sausage [Source:FlyBase;Acc:FBgn0000633]	fas	36521	protein_coding
FBgn0265869	FBtr0342715	-	-	CR44658	-	lincRNA
FBgn0034398	FBtr0086629	FBpp0085811	LP21121p [Source:UniProtKB/TrEMBL;Acc:Q4QQB9]	CG15098	37174	protein_coding
FBgn0267284	FBtr0346503	-	-	CR45720	-	lincRNA
FBgn0032848	FBtr0081335	FBpp0080867	nessun dorma [Source:FlyBase;Acc:FBgn0032848]	nesd	35298	protein_coding
FBgn0032848	FBtr0081334	FBpp0080866	nessun dorma [Source:FlyBase;Acc:FBgn0032848]	nesd	35298	protein_coding
FBgn0031908	FBtr0079441	FBpp0079069	Trehalose 6-phosphate phosphatase [Source:UniProtKB/TrEMBL;Acc:Q9VM18]	CG5177	34017	protein_coding
FBgn0031908	FBtr0332522	FBpp0304792	Trehalose 6-phosphate phosphatase [Source:UniProtKB/TrEMBL;Acc:Q9VM18]	CG5177	34017	protein_coding
FBgn0053771	FBtr0303713	FBpp0292730	-	CG33771	3772424	protein_coding
FBgn0267027	FBtr0345980	-	-	CR45471	-	lincRNA
FBgn0051282	FBtr0083285	-	transfer RNA:CR31282 [Source:FlyBase;Acc:FBgn0051282]	tRNA:CR31282	-	tRNA
FBgn0040020	FBtr0113740	FBpp0112463	Mediator complex subunit 21 [Source:FlyBase;Acc:FBgn0040020]	MED21	3354977	protein_coding
FBgn0040020	FBtr0113739	FBpp0112462	Mediator complex subunit 21 [Source:FlyBase;Acc:FBgn0040020]	MED21	3354977	protein_coding
FBgn0265806	FBtr0342627	-	-	CR44595	-	lincRNA
FBgn0032666	FBtr0081037	FBpp0080590	CG5758, isoform A [Source:UniProtKB/TrEMBL;Acc:Q0E8P5]	CG5758	35083	protein_coding
FBgn0032666	FBtr0081035	FBpp0080588	CG5758, isoform A [Source:UniProtKB/TrEMBL;Acc:Q0E8P5]	CG5758	35083	protein_coding
FBgn0032666	FBtr0340576	FBpp0309464	CG5758, isoform A [Source:UniProtKB/TrEMBL;Acc:Q0E8P5]	CG5758	35083	protein_coding
FBgn0032666	FBtr0081036	FBpp0080589	CG5758, isoform A [Source:UniProtKB/TrEMBL;Acc:Q0E8P5]	CG5758	35083	protein_coding
FBgn0032666	FBtr0340577	FBpp0309465	CG5758, isoform A [Source:UniProtKB/TrEMBL;Acc:Q0E8P5]	CG5758	35083	protein_coding
FBgn0032666	FBtr0340575	FBpp0309463	CG5758, isoform A [Source:UniProtKB/TrEMBL;Acc:Q0E8P5]	CG5758	35083	protein_coding
FBgn0030989	FBtr0074698	FBpp0074467	Innexin 5 [Source:FlyBase;Acc:FBgn0030989]	Inx5	32901	protein_coding
FBgn0041629	FBtr0071249	FBpp0071192	Hexosaminidase 2 [Source:FlyBase;Acc:FBgn0041629]	Hexo2	31808	protein_coding
FBgn0035161	FBtr0072599	FBpp0072496	GEO12020p1 [Source:UniProtKB/TrEMBL;Acc:Q9W0M9]	CG13898	38092	protein_coding
FBgn0266438	FBtr0344430	FBpp0310802	GPI mannosyltransferase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8MT80]	CG45068	19835548	protein_coding
FBgn0260741	FBtr0082511	FBpp0081985	CG3281 [Source:UniProtKB/TrEMBL;Acc:Q9VGG0]	CG3281	41445	protein_coding
FBgn0040089	FBtr0339436	FBpp0308523	meso18E [Source:FlyBase;Acc:FBgn0040089]	meso18E	53448	protein_coding
FBgn0040089	FBtr0339435	FBpp0308522	meso18E [Source:FlyBase;Acc:FBgn0040089]	meso18E	53448	protein_coding
FBgn0040089	FBtr0074812	FBpp0074581	meso18E [Source:FlyBase;Acc:FBgn0040089]	meso18E	53448	protein_coding
FBgn0040089	FBtr0301703	FBpp0290917	meso18E [Source:FlyBase;Acc:FBgn0040089]	meso18E	53448	protein_coding
FBgn0016792	FBtr0082086	FBpp0081564	dalmatian [Source:FlyBase;Acc:FBgn0016792]	dmt	41180	protein_coding
FBgn0086047	FBtr0114323	-	-	snoRNA:Me18S-G894	-	snoRNA
FBgn0052835	FBtr0308941	-	-	CR32835	-	lincRNA
FBgn0052835	FBtr0308940	-	-	CR32835	-	lincRNA
FBgn0033866	FBtr0087628	FBpp0086754	CG6280 [Source:UniProtKB/TrEMBL;Acc:A1Z9H0]	CG6280	36522	protein_coding
FBgn0035852	FBtr0076723	FBpp0076446	CG7387 [Source:UniProtKB/TrEMBL;Acc:Q8SZX1]	CG7387	38915	protein_coding
FBgn0028836	FBtr0088742	FBpp0087821	COP9 signalosome subunit 7 [Source:FlyBase;Acc:FBgn0028836]	CSN7	35816	protein_coding
FBgn0264677	FBtr0345927	-	-	CR43962	-	lincRNA
FBgn0264677	FBtr0333773	-	-	CR43962	-	lincRNA
FBgn0046776	FBtr0303308	-	-	CR14033	-	pseudogene
FBgn0032377	FBtr0080264	FBpp0079848	RE59904p [Source:UniProtKB/TrEMBL;Acc:Q9VKF2]	CG14937	34591	protein_coding
FBgn0029648	FBtr0070558	FBpp0070533	CG3603, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9W4U2]	CG3603	31289	protein_coding
FBgn0029648	FBtr0332493	FBpp0304769	CG3603, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9W4U2]	CG3603	31289	protein_coding
FBgn0037819	FBtr0113215	FBpp0112127	-	CG14688	41275	protein_coding
FBgn0263993	FBtr0345898	FBpp0311822	Uncharacterized protein, isoform I [Source:UniProtKB/TrEMBL;Acc:M9PGK3]	CG43736	3771905	protein_coding
FBgn0263993	FBtr0330266	FBpp0303298	Uncharacterized protein, isoform I [Source:UniProtKB/TrEMBL;Acc:M9PGK3]	CG43736	3771905	protein_coding
FBgn0263993	FBtr0330267	FBpp0303299	Uncharacterized protein, isoform I [Source:UniProtKB/TrEMBL;Acc:M9PGK3]	CG43736	3771905	protein_coding
FBgn0263993	FBtr0330264	FBpp0303296	Uncharacterized protein, isoform I [Source:UniProtKB/TrEMBL;Acc:M9PGK3]	CG43736	3771905	protein_coding
FBgn0263993	FBtr0345897	FBpp0311821	Uncharacterized protein, isoform I [Source:UniProtKB/TrEMBL;Acc:M9PGK3]	CG43736	3771905	protein_coding
FBgn0263993	FBtr0345896	FBpp0311820	Uncharacterized protein, isoform I [Source:UniProtKB/TrEMBL;Acc:M9PGK3]	CG43736	3771905	protein_coding
FBgn0263993	FBtr0330268	FBpp0303300	Uncharacterized protein, isoform I [Source:UniProtKB/TrEMBL;Acc:M9PGK3]	CG43736	3771905	protein_coding
FBgn0263993	FBtr0330262	FBpp0303294	Uncharacterized protein, isoform I [Source:UniProtKB/TrEMBL;Acc:M9PGK3]	CG43736	3771905	protein_coding
FBgn0263993	FBtr0330265	FBpp0303297	Uncharacterized protein, isoform I [Source:UniProtKB/TrEMBL;Acc:M9PGK3]	CG43736	3771905	protein_coding
FBgn0263993	FBtr0330263	FBpp0303295	Uncharacterized protein, isoform I [Source:UniProtKB/TrEMBL;Acc:M9PGK3]	CG43736	3771905	protein_coding
FBgn0263993	FBtr0330261	FBpp0303293	Uncharacterized protein, isoform I [Source:UniProtKB/TrEMBL;Acc:M9PGK3]	CG43736	3771905	protein_coding
FBgn0035423	FBtr0073044	FBpp0072908	Protein translation factor SUI1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9VZS3]	CG17737	38398	protein_coding
FBgn0034372	FBtr0086654	FBpp0085836	GDI interacting protein 3 [Source:FlyBase;Acc:FBgn0034372]	Gint3	37148	protein_coding
FBgn0034372	FBtr0340392	FBpp0309338	GDI interacting protein 3 [Source:FlyBase;Acc:FBgn0034372]	Gint3	37148	protein_coding
FBgn0034372	FBtr0086655	FBpp0085837	GDI interacting protein 3 [Source:FlyBase;Acc:FBgn0034372]	Gint3	37148	protein_coding
FBgn0027107	FBtr0077339	FBpp0077031	Innexin 6 [Source:FlyBase;Acc:FBgn0027107]	Inx6	31645	protein_coding
FBgn0036345	FBtr0075892	FBpp0075626	GEO09554p1 [Source:UniProtKB/TrEMBL;Acc:Q9VU49]	CG17300	39489	protein_coding
FBgn0036305	FBtr0075920	FBpp0075652	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:Q8IQI3]	CG10984	39446	protein_coding
FBgn0036305	FBtr0075921	FBpp0075653	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:Q8IQI3]	CG10984	39446	protein_coding
FBgn0036305	FBtr0331554	FBpp0303944	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:Q8IQI3]	CG10984	39446	protein_coding
FBgn0036305	FBtr0075919	FBpp0075651	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:Q8IQI3]	CG10984	39446	protein_coding
FBgn0261681	FBtr0303076	FBpp0292195	GEO02292p1 [Source:UniProtKB/TrEMBL;Acc:F3YDE6]	CG42728	10178859	protein_coding
FBgn0050288	FBtr0113367	FBpp0112279	RT07670p [Source:UniProtKB/TrEMBL;Acc:Q8IRK6]	CG30288	246531	protein_coding
FBgn0035755	FBtr0309299	FBpp0301215	FI19525p1 [Source:UniProtKB/TrEMBL;Acc:Q9VS39]	CG14830	38800	protein_coding
FBgn0035755	FBtr0309298	FBpp0301214	FI19525p1 [Source:UniProtKB/TrEMBL;Acc:Q9VS39]	CG14830	38800	protein_coding
FBgn0035755	FBtr0076888	FBpp0076598	FI19525p1 [Source:UniProtKB/TrEMBL;Acc:Q9VS39]	CG14830	38800	protein_coding
FBgn0030001	FBtr0340161	FBpp0309147	cypher [Source:FlyBase;Acc:FBgn0030001]	cyr	31733	protein_coding
FBgn0030001	FBtr0340160	FBpp0309146	cypher [Source:FlyBase;Acc:FBgn0030001]	cyr	31733	protein_coding
FBgn0030001	FBtr0071193	FBpp0071141	cypher [Source:FlyBase;Acc:FBgn0030001]	cyr	31733	protein_coding
